Q,A,label,,,
역시 물어봐야겠어. 이유라도 들어야 좀 괜찮아질 것 같아.,이유를 알고 싶으시군요. 아내와의 대화로 잘 풀렸으면 좋겠어요.,2,,,
남편한테 상처받았고 짜증 나서 앞으로 그런 얘기는 안 해줬으면 좋겠다고 따끔하게 얘기할 거야.,남편분하고 대화가 잘 풀리셨으면 좋겠어요.,2,,,
친구에게 결제를 빨리해달라고 이야기를 해보는 수밖에 없겠어.,친구에게 솔직히 이야기를 해 보면 어떤 좋은 점이 있나요?,2,,,
병원에 가도 낫지 않아서 좌절감 속에 산다니까.,친구분이 좌절해서 걱정이 되시겠어요.,2,,,
동기들과 함께 상사분께 사적인 업무를 지양해달라고 말씀드려볼까 봐.,동기들과 상사분께 잘 말씀드려서 지금의 힘든 상황에서 벗어나기를 바라요.,2,,,
지금껏 나 자신을 생각하지 못했던 것 같아. 나 자신부터 내 편으로 만드는 게 중요하겠어.,나 자신부터 내 편으로 만든다면 분명 또 다른 내 편이 생길 거예요.,2,,,
경로당이나 동네 산책을 하면서 주민들과 이야기해보는 게 좋겠어.,경로당이나 동네 산책을 하면서 주민들과 이야기해 볼 생각이군요.,2,,,
불편하더라도 뼈가 부러진 부위를 최대한 사용하지 않아야겠어.,불편하더라도 뼈가 부러진 부위를 사용하지 않으실 거군요.,2,,,
원해서 아픈 것도 아닌데 회사에 눈치가 보이니까 너무 화나.,아픈데 회사의 대처 때문에 더 힘드실 것 같아요.,2,,,
친구를 잘 위로해주려고. 얼마나 놀랐겠어.,친구분을 잘 위로해주길 바라요.,2,,,
혼자 눈물만 흘렸지. 내가 할 수 있는 건 아무것도 없었어.,주위에 지금의 감정을 나눌 사람이 있었으면 좋겠어요.,2,,,
아픈 사람을 먼저 치료하는 게 먼저라고 생각하니까 병원 측에 이 상황에 대해 민원을 넣어야겠어.,병원측에 민원을 넣으실 생각이시군요.,2,,,
건강회복에 전념하고 남들 의식을 덜 해야겠어.,더 이상 가족들에게 상처 받지 않으시길 바라요.,2,,,
같이 사는 아들내미랑 운동 나가면서 기분 전환을 좀 할까 봐.,아들과 운동하시면서 기분이 풀렸으면 좋겠어요.,2,,,
따로 나가서 커피 한잔 해 볼까 해.,며느님과의 대화가 잘 풀리기를 바랄게요.,2,,,
보약을 먹으니 건강한 느낌이 들어서 아내에게도 보약을 지어주려고 해. 낡은 코트도 바꿔주고.,보약과 코트를 생각하고 계시는군요.,2,,,
날 뽑아준 면접관분들에게도 정말 고마울 따름이야.,앞으로의 직장생활도 응원할게요.,2,,,
속상하니 나가서 친구들과 술 한잔하고 와야겠어.,친구들과 술 한잔하시고 기분이 좋아지셨으면 좋겠어요.,2,,,
언제까지 말하지 않을 수는 없으니까 얘기하고 조언을 얻어야겠어.,얼른 친구들에게 얘기해서 조언을 얻었으면 좋겠어요.,2,,,
가족들에게 내 마음을 솔직하게 말할래.,가족들과 대화가 잘 풀리길 바라요.,2,,,
빨리 다른 일자리를 알아봐야지. 일 분도 허투루 쓸 수 없어.,최대한 빨리 다른 일자리를 알아보려 하시는군요.,2,,,
일단 맡은 업무만이라도 철저히 하는 수밖에 없지.,맡은 역할에 충실하려고 하시는군요.,2,,,
과 애들에게 도움이 되도록 노력해야지.,과 사람들에게 도움이 되기 위해 노력할 생각이군요.,2,,,
누구 아이디어 든 회사가 나의 아이디어로 회사가 더 잘되면 좋은 것이라는 마음을 갖기로 했어.,네. 언젠가는 회사도 누가 낸 아이디어인지 알게 되고 평가받을 수 있을 것이에요. 힘내세요.,2,,,
예전에 취미로 배우다 그만둔 목공을 다시 시작해 볼까?,목공을 다시 시작하려면 어떻게 하면 좋을까요?,2,,,
다른 일을 하면서 빨리 잊으려고 노력해야겠어.,다른 일에 집중해서 지금 느끼는 더러운 감점을 빨리 떨쳐내길 바랄게요.,2,,,
아무래도 혼자서 시간을 보내는 게 오히려 더 우울하게 만드는 것 같아. 힘들지만 사람들과 시간을 보내는 방법을 찾아봐야겠어.,앞으로는 혼자 시간을 보내는 것이 아니라 사람들과의 활동을 통해 우울함을 해소하시려는군요.,2,,,
그래도 경고를 많이 들었으면 조절해야 할 텐데 나 스스로가 한심해.,생각대로 실천이 어려운 상황이네요. 구체적인 실천 계획을 세운다면 어떨 것 같나요?,2,,,
딸이 어서 건강해졌으면 좋겠어.,딸의 건강과 남편과의 노후준비에 걱정이 많으시군요.,2,,,
친구들한테 먼저 다가가서 말을 걸고 같이 게임도 할 거야.,적극적인 자세로 친구들에게 다가가려 하는군요.,2,,,
응. 그래서 괜히 조급해지는 것 같아.,결혼에 대한 관심이 많으신가 봐요.,2,,,
아무래도 학급회의시간에 학교폭력 예방에 대한 논의를 해봐야겠어.,학급회의시간에 잘 논의되었으면 좋겠어요.,2,,,
자주 병원에 찾아가서 이야기도 하고 거기서 자고 오기도 하고 그래야겠어. 그래야 나중에 후회가 좀 덜 할 것 같아.,암이 걸린 친구를 위해 병원에 자주 찾아가실 생각이군요.,2,,,
일단 조용히 분위기를 살펴보고 대화해봐야지.,아내와 대화가 잘 풀리면 좋겠군요.,2,,,
그 친구한테 먼저 도와주지 못해 미안하다고 사과하고 잘 지내보려 노력해야겠어.,사과와 노력을 함으로써 그 친구랑 잘 지냈으면 좋겠어요.,2,,,
아기가 태어나면 내가 많이 놀아줘야지! 엄청 신이 나.,아이와 만나 놀이를 할 생각에 행복하시군요.,2,,,
내 친구는 자산관리사에게 맡기고 있다는데 나도 한번 상담을 받아 봐야겠어.,대화를 통해 잘 해결되었으면 좋겠어요.,2,,,
친구들이랑 얘기해 봤는데 그 이후로 뭔가 마음이 조금 정리가 될 것 같기도 해.,불편한 마음에 대해 얘기를 나누고 생각을 정리할 수 있게 되었군요.,2,,,
아무리 가족이 내 편이더라도 결국 내 인생은 나 혼자 책임져야 하는 것 같아. 취업 준비하면서 이 생각이 자주 나서 자주 외로워지네.,취업 준비를 하며 내 인생은 나 혼자 책임져야 하는 느낌이 들어 외로우시군요.,2,,,
나는 없다고 생각해.,그래도 기분이 나아지셨으면 좋겠어요.,2,,,
지금보다 일들이 더 많아질 테니 나와 뜻이 맞는 동업자를 찾아봐야겠어.,동업자를 찾아보려 하시는군요. 동업자에게 바라는 기대는 무엇인가요?,2,,,
시간이 해결해 주겠지.,시간을 통해 마음이 잘 정리되시길 바랄게요.,2,,,
감기처럼 약 먹고 낫는 증상이 아니라 약을 달고 사니 노인이 된 거 같아서 슬퍼. 돈도 없는데 치료비는 어떡하나.,건강 때문에 여러 복합적인 문제가 발생하고 있군요.,2,,,
우선 컴퓨터로 하는 업무량을 줄이고 온찜질을 해보려고.,업무의 방법을 바꾸고 눈을 쉬게 해서 눈을 관리하려 하시는군요.,2,,,
산책 좀 하면서 머리 좀 식혀야겠다.,산책을 하면서 마음을 정리하려고 하시는군요.,2,,,
바비큐 파티를 하고 싶어. 고기 구워 먹을 거야.,멋진 저녁식사를 계획하고 있군요.,2,,,
예전에도 그런 적이 있었는데 이젠 포기해야 할까 봐.,여자친구에게 크게 실망하신 것처럼 보이시네요.,2,,,
상담 센터에 말을 할 거야. 부모님이나 경찰에게 보호 조치를 받을 수 있을 것 같아.,상담 센터에 말해서 보호 조치를 받고자 하시는군요.,2,,,
친구한테 먼저 연락해서 장하다고 해줘야겠어. 그 동안 고생 많았거든.,친구에게 연락해 격려해주고 싶으시군요.,2,,,
눈물이 나오더라고. 누군가에게 고민을 얘기할 사람도 없어 말한 건데 남편이 나 몰라라 하니 얼마나 슬픈지.,남편의 행동에 서러움이 가득하시군요. 남편과 어떻게 화해할 생각이신가요?,2,,,
응. 뭐 때문인지 모르겠어.,이유를 모르니 지금의 상황이 더 상처가 되시겠어요.,2,,,
친구랑 하루빨리 놀러 가고 싶어. 어딜 가든 즐거울 거야.,어딜 가든 즐거울 수 있는 좋은 친구를 만나셔서 행복하시군요.,2,,,
진지하게 얘기를 해보고 안 되면 이혼을 하는 게 맞는 것 같아.,잘 표현해서 감정을 잘 전달했으면 좋겠어요.,2,,,
그때는 친구에게 상처가 되었다고 확실히 말했더니 친구가 사과했어. 내일 친구를 만난다면 대화를 해봐야겠어.,친구와 대화를 통해 어떤 결과를 바라시나요?,2,,,
부모님을 위해 직접 저녁을 만들어서 저녁 시간을 가져볼래.,나의 노력으로 좋은 결과가 있길 바랄게요.,2,,,
옆 짝꿍에게 같이 치워달라고 도움을 요청할래.,친구와 함께 정리를 함으로서 화나는 마음이 빨리 사그라졌으면 좋겠어요.,2,,,
내가 먼저 다가가서 친구를 만들어야겠어.,좋은 친구를 만날 수 있으면 좋겠어요.,2,,,
주변 사람들이 자꾸 결혼을 요구하는 게 너무 성가셔서 스트레스받는 것 같아.,주변 사람들에게 어떻게 이야기하면 이해해 줄 것 같나요?,2,,,
함께 여행을 다니면서 자주 돌아다니는 연애를 원했어.,여행하며 돌아다니는 데이트가 의미 있다고 생각하시는 것 같아요.,2,,,
회사를 그만두기 전에 이후 계획을 구체적으로 마련해서 가족들과 상의해야 할 것 같아.,가족 분들과의 대화로 상황이 나아지셨으면 좋겠어요.,2,,,
그때마다 같은 실수를 반복하지 않기 위해서 더 열심히 노력했지. 이번에도 그래야겠다.,다음엔 꼭 성적이 올랐으면 좋겠네요.,2,,,
여자 친구에게 솔직한 조언을 해주어야겠어.,여자 친구와의 허심탄회한 이야기로 상황이 더 나아지길 바라요.,2,,,
서로 친하기도 하고 필요할 때는 봐주지 않는다는 걸 잘 알고 있거든.,필요할 때 봐주지 않는 친밀함으로 서로를 챙겨주시는군요.,2,,,
아내에게 더 잘해줄 거야. 비록 내가 할 수 있는 건 많지 않지만 아내에게 할 수 있는 건 다 할 거야.,아내에게 잘해주기 위해서 내가 해줄 수 있는 일은 무엇이 있을까요?,2,,,
내일 김 사장을 우리 마을회관에 불러서 다들 보는 앞에서 면박을 줘야겠어.,생각하신 대로 일이 잘 해결이 되었으면 좋겠어요.,2,,,
커서 부모 생각을 해주는 아들에게 고맙고 잘 키운 것 같아 뿌듯해.,아들을 잘 키웠다는 뿌듯함에 기쁘시겠어요.,2,,,
친구와 대화를 해보고 사과하지 않으면 친구 그만해야겠어. 나를 깔보는 사람과 더는 어울릴 순 없지.,친구와 대화를 해서 잘 해결되면 좋겠어요.,2,,,
아내와 이 박 삼 일 여행을 다녀올까?,아내와의 여행에서 행복한 시간 보내길 바라요.,2,,,
담임 선생님과 상담하면서 부족한 성적을 보완할 수 있는 활동을 찾아봐야겠어.,부족한 부분을 보완하는 과정을 통해 학업에 대한 괴로움을 해소하려 하시네요.,2,,,
혼자선 도무지 버틸 수가 없어. 미쳐버릴 것 같아.,혼자서는 너무 힘들어 도움을 받아야 할 것 같다고 느끼시는군요. 사용자님이 충분한 도움을 받으실 수 있기를 바랄게요.,2,,,
싱글 친구들을 만나서 내가 아는 이야기들을 나누고 와야 겠어.,친구와 얘기를 통해서 해결책이 찾아지면 좋겠어요.,2,,,
친구들을 만나서 얘기를 하면서 속상한 마음을 달래야겠어.,친구들과 좋은 시간을 보내면서 안 좋은 일을 털어버리셨으면 좋겠어요.,2,,,
대화로 잘 타일렀어.,부하직원과 대화로 잘 풀렸으면 좋겠어요.,2,,,
대화하다가도 끊기면 어떻게 해야 할지 모르겠어.,서로에 대해서 아직 잘 몰라서 어떤 이야기를 해야 할지 고민이 되나 봐요.,2,,,
서로 이해하고 나만 옳다는 생각을 버려야 할 텐데 아내도 그렇게 생각할지 대화를 해봐야지.,아내분과의 대화를 통해서 이 상황을 잘 해결하길 바랄게요.,2,,,
아내와 제대로 이야기를 나눠봐야겠어.,아내와의 대화를 시도하려고 하시는군요.,2,,,
회사에서 경쟁하는 게 힘들었는데 조언을 받아 기쁘셨군요.,앞으로는 어떻게 해야 할까요?,2,,,
집에 가고 싶었는데 힘들었지만 그래도 끝까지 참고 일했어.,힘든 상황이었는데도 그 상황을 끝까지 잘 참고 일을 끝까지 마무리하셨군요.,2,,,
자격증이라도 준비해봐야겠어.,좋은 생각인데요? 자격증을 따서 취업에 많은 도움이 되길 바라요.,2,,,
남편과 솔직한 대화를 해서 지금 회사가 얼마나 바쁜지 설명해야겠어.,남편과 솔직한 대화를 하려 하시는군요. 솔직한 대화를 통해 남편이 어떻게 바뀌었으면 하시나요?,2,,,
틀릴 수도 있는 거라고 생각하면서도 자꾸 남들을 의식하게 돼. 형한테 얘기해볼까.,형과의 대화를 통해 지금의 기분과 상황이 조금 좋아지길 바랄게요.,2,,,
맞아. 친구라면 내가 아깝다고 얘기해 줄 줄 알았어.,친구의 속마음에 대해서 좀 더 알아갈 기회가 있었다면 좋았을 것 같아요.,2,,,
내가 먼저 무시하고 지나가려고 노력하는 게 좋을 거 같아.,그냥 무시하려고 하시는군요. 또 어떤 방법을 취할 수 있을까요?,2,,,
